Youtuber,subscribers,video views,category,uploads,Abbreviation,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude
Trap Nation,30400000,14037426379.0,Music,2725,US,51.0,45822000.0,11500.0,183300.0,137500.0,2200000.0,2012.0,9,23.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,30300000,13546549817.0,Entertainment,223,US,47.0,22724000.0,5700.0,90900.0,68200.0,1100000.0,2012.0,2,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Adele,30200000,14199108016.0,Music,15,GB,53.0,137099000.0,34300.0,548400.0,411300.0,6600000.0,2008.0,4,4.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
ýýýýýýýý ýýýýýýýý ýýýýýýýýýý | toyoraljanahtv,30200000,27684955537.0,Entertainment,3254,JO,52.0,116434000.0,29100.0,465700.0,349300.0,5600000.0,2008.0,11,24.0,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414
Spinnin' Records,30100000,19607009165.0,Music,11501,NL,54.0,100040000.0,25000.0,400200.0,300100.0,4800000.0,2007.0,7,12.0,85.0,17332850.0,3.2,15924729.0,52.132633,5.291266
Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994.0,Education,1349,US,12.0,107525000.0,26900.0,430100.0,322600.0,5200000.0,2015.0,12,14.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Shawn Mendes,30000000,12831200855.0,Music,133,CA,55.0,88749000.0,22200.0,355000.0,266200.0,4300000.0,2011.0,1,19.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
ashish chanchlani vines,29800000,4457913639.0,Comedy,151,IN,8.0,26171000.0,6500.0,104700.0,78500.0,1300000.0,2009.0,7,6.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Ultra Records,29600000,17208027242.0,Music,4903,US,56.0,81884000.0,20500.0,327500.0,245700.0,3900000.0,2006.0,10,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Maluma,29300000,21226945136.0,Music,14,AR,7658.0,15.0,0.0,0.06,0.05,0.72,2015.0,10,31.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
Zhong,29200000,14727238483.0,Entertainment,1513,US,48.0,180519000.0,0.0,0.0,0.0,0.0,2015.0,1,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Enaldinho,29200000,11627437847.0,Comedy,3654,BR,15.0,303100000.0,75800.0,1200000.0,909300.0,14500000.0,2012.0,11,7.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
AuronPlay,29200000,4079141673.0,Comedy,404,ES,9.0,12143000.0,3000.0,48600.0,36400.0,582900.0,2006.0,2,28.0,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922
infobells - Tamil,28900000,17930570614.0,Education,555,IN,13.0,109828000.0,27500.0,439300.0,329500.0,5300000.0,2014.0,3,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
The Late Late Show with James Corden,28400000,9956764048.0,Entertainment,5809,US,49.0,26435000.0,6600.0,105700.0,79300.0,1300000.0,2006.0,11,21.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Aditya Movies,28400000,10062770060.0,Movies,5436,IN,11.0,227355000.0,56800.0,909400.0,682100.0,10900000.0,2012.0,2,23.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
infobells - Telugu,28300000,14814192034.0,Education,505,IN,14.0,288110000.0,72000.0,1200000.0,864300.0,13800000.0,2014.0,3,13.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
HUM TV,28300000,23844936965.0,Entertainment,106983,PK,49.0,684860000.0,171200.0,2700000.0,2100000.0,32900000.0,2011.0,5,25.0,9.0,216565318.0,4.45,79927762.0,30.375321,69.345116
Shemaroo Movies,28200000,7600740993.0,Entertainment,3009,IN,13.0,184966000.0,46200.0,739900.0,554900.0,8900000.0,2011.0,3,1.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Michael Jackson,28200000,14412474625.0,Music,15,US,59.0,158591000.0,39600.0,634400.0,475800.0,7600000.0,2005.0,6,22.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Bounce Patrol - Kids Songs,27800000,21037851468.0,Music,292,AU,61.0,127441000.0,31900.0,509800.0,382300.0,6100000.0,2013.0,1,1.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136
toycantando,27700000,15777682516.0,Music,619,CO,62.0,173836000.0,43500.0,695300.0,521500.0,8300000.0,2009.0,7,7.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
MrBeast 2,27500000,4552581106.0,People & Blogs,27,US,4311.0,649.0,0.0,0.0,0.0,0.0,2011.0,6,23.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Wiz Khalifa,27500000,13379395501.0,Music,682,US,63.0,90450000.0,22600.0,361800.0,271300.0,4300000.0,2008.0,5,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
JYP Entertainment,27400000,19883150017.0,Music,1753,KR,64.0,307631000.0,76900.0,1200000.0,922900.0,14800000.0,2008.0,1,25.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
ýýý Kids Roma Show,27400000,10336420490.0,People & Blogs,642,US,50.0,175844000.0,44000.0,703400.0,527500.0,8400000.0,2015.0,5,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
DanTDM,27400000,19417887510.0,Gaming,3664,GB,16.0,78668000.0,19700.0,314700.0,236000.0,3800000.0,2012.0,7,14.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
Nick Jr.,27300000,22440611155.0,Film & Animation,5438,US,51.0,42546000.0,10600.0,170200.0,127600.0,2000000.0,2012.0,9,27.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Crazy XYZ,27300000,7705492350.0,Entertainment,1259,IN,2.0,102235000.0,25600.0,408900.0,306700.0,4900000.0,2017.0,9,10.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Dushyant kukreja,27100000,17318452893.0,Entertainment,889,IN,52.0,429692000.0,107400.0,1700000.0,1300000.0,20600000.0,2015.0,9,26.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Brent Rivera,27000000,6570935979.0,Comedy,554,US,53.0,144453000.0,36100.0,577800.0,433400.0,6900000.0,2009.0,8,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Renato Garcia YT,26900000,7938616641.0,Entertainment,3956,BR,54.0,82912000.0,20700.0,331600.0,248700.0,4000000.0,2011.0,9,29.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
Beast Reacts,26700000,4388047013.0,People & Blogs,241,US,54.0,276187000.0,69000.0,1100000.0,828600.0,13300000.0,2016.0,4,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
enchufetv,26700000,10317306313.0,Comedy,975,CO,11.0,24363000.0,6100.0,97500.0,73100.0,1200000.0,2011.0,11,13.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
Netflix,26700000,7173668905.0,Entertainment,6471,US,55.0,118226000.0,29600.0,472900.0,354700.0,5700000.0,2012.0,7,17.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Raffy Tulfo in Action,26500000,15065753455.0,News & Politics,10022,PH,5.0,163130000.0,40800.0,652500.0,489400.0,7800000.0,2016.0,4,20.0,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017
WORLDSTARHIPHOP,26500000,20358117330.0,Music,6873,US,65.0,89098000.0,22300.0,356400.0,267300.0,4300000.0,2008.0,11,8.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Goldmines Bollywood,26400000,8595760553.0,Film & Animation,3622,IN,15.0,99677000.0,24900.0,398700.0,299000.0,4800000.0,2015.0,7,22.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Alan Chikin Chow,26400000,27006526665.0,Comedy,865,US,12.0,1046000000.0,261500.0,4200000.0,3100000.0,50200000.0,2020.0,2,3.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
PANDA BOI,26400000,17211600007.0,Entertainment,967,IT,55.0,1225000000.0,306400.0,4900000.0,3700000.0,58800000.0,2020.0,12,5.0,61.9,60297396.0,9.89,42651966.0,41.87194,12.56738
BB Ki Vines,26300000,4749833967.0,Entertainment,190,IN,57.0,17264000.0,4300.0,69100.0,51800.0,828600.0,2015.0,6,20.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Junya.ï¿½ï¿½ï¿½ï¿½,26200000,16097531087.0,Entertainment,5985,JP,56.0,721848000.0,180500.0,2900000.0,2200000.0,34600000.0,2020.0,9,14.0,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924
Smosh,26100000,10435474336.0,Comedy,1619,US,13.0,68156000.0,17000.0,272600.0,204500.0,3300000.0,2005.0,11,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Beyoncï¿,26000000,17308961985.0,Music,240,US,66.0,55454000.0,13900.0,221800.0,166400.0,2700000.0,2005.0,11,7.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Indosiar,25900000,11372071889.0,Music,65286,ID,60.0,230183000.0,57500.0,920700.0,690500.0,11000000.0,2013.0,9,23.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
VanossGaming,25800000,15541421838.0,Gaming,1762,CA,17.0,54947000.0,13700.0,219800.0,164800.0,2600000.0,2011.0,9,15.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
David Guetta,25700000,17793809548.0,Music,749,US,67.0,164215000.0,41100.0,656900.0,492600.0,7900000.0,2009.0,12,11.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
LosPolinesios,25700000,7466926260.0,People & Blogs,982,MX,7.0,30501000.0,7600.0,122000.0,91500.0,1500000.0,2012.0,12,16.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
Nicki Minaj,25700000,10242981063.0,Music,42,US,67.0,103631000.0,25900.0,414500.0,310900.0,5000000.0,2013.0,8,28.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
TaylorSwiftVEVO,25600000,25592378292.0,Music,287,US,68.0,318593000.0,79600.0,1300000.0,955800.0,15300000.0,2009.0,5,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Post Malone,25500000,14401218086.0,Music,78,US,69.0,195499000.0,48900.0,782000.0,586500.0,9400000.0,2011.0,12,15.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Rans Entertainment,25400000,6430853035.0,People & Blogs,3716,ID,62.0,58487000.0,14600.0,233900.0,175500.0,2800000.0,2015.0,12,27.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
LankyBox,25400000,34300482066.0,Comedy,8775,US,18.0,815341000.0,203800.0,3300000.0,2400000.0,39100000.0,2016.0,7,30.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Coldplay,25300000,17331663193.0,Music,398,GB,70.0,198875000.0,49700.0,795500.0,596600.0,9500000.0,2010.0,1,3.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
WB Kids,25200000,11081602368.0,People & Blogs,2025,US,16.0,140319000.0,35100.0,561300.0,421000.0,6700000.0,2015.0,3,31.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
The Lallantop,25200000,10409352249.0,News & Politics,51129,IN,6.0,273920000.0,68500.0,1100000.0,821800.0,13100000.0,2015.0,3,23.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
RihannaVEVO,25100000,19458807708.0,Music,118,US,72.0,94246000.0,23600.0,377000.0,282700.0,4500000.0,2009.0,5,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
WatchMojo.com,25100000,16357064198.0,Music,24837,CA,64.0,49009000.0,12300.0,196000.0,147000.0,2400000.0,2007.0,1,25.0,68.9,36991981.0,5.56,30628482.0,56.130366,-106.346771
TRANS7 OFFICIAL,25000000,14169516119.0,Entertainment,89179,ID,64.0,123189000.0,30800.0,492800.0,369600.0,5900000.0,2014.0,9,4.0,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327
Anuel AA,25000000,14827085149.0,Music,147,CO,73.0,284144000.0,71000.0,1100000.0,852400.0,13600000.0,2016.0,9,8.0,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333
Dan Rhodes,24800000,17387583720.0,Entertainment,1644,GB,66.0,331889000.0,83000.0,1300000.0,995700.0,15900000.0,2015.0,10,30.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
Yuya,24800000,2588501115.0,Howto & Style,672,MX,6.0,336291.0,84.0,1300.0,1000.0,16100.0,2009.0,9,20.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
America's Got Talent,24800000,3699352704.0,Entertainment,1894,US,65.0,134412000.0,33600.0,537600.0,403200.0,6500000.0,2006.0,6,29.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
EminemVEVO,24700000,20531704527.0,Music,104,US,74.0,139443000.0,34900.0,557800.0,418300.0,6700000.0,2009.0,5,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Chloe Ting,24700000,2994726412.0,Howto & Style,412,AU,7.0,23263000.0,5800.0,93100.0,69800.0,1100000.0,2011.0,8,17.0,113.1,25766605.0,5.27,21844756.0,-25.274398,133.775136
KatyPerryVEVO,24600000,23755792542.0,Music,175,US,75.0,88940000.0,22200.0,355800.0,266800.0,4300000.0,2009.0,12,13.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Mark Rober,24600000,3647987299.0,Science & Technology,120,US,3.0,88625000.0,22200.0,354500.0,265900.0,4300000.0,2011.0,10,20.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
1theK (ï¿½ï¿½ï¿½ï¿½ï,24500000,23962070944.0,Music,18950,KR,67.0,105567000.0,26400.0,422300.0,316700.0,5100000.0,2011.0,1,31.0,94.3,51709098.0,4.15,42106719.0,35.907757,127.766922
Like Nastya AE,24400000,12385924995.0,Entertainment,658,US,68.0,169865000.0,42500.0,679500.0,509600.0,8200000.0,2018.0,12,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Pen Movies,24300000,6608773195.0,Film & Animation,1667,IN,17.0,94853000.0,23700.0,379400.0,284600.0,4600000.0,2014.0,3,25.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
MrBeast en Espaï¿½ï,24200000,2700914170.0,Entertainment,67,MX,70.0,33590000.0,8400.0,134400.0,100800.0,1600000.0,2021.0,7,9.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
Alejo Igoa,24100000,10999000479.0,Comedy,802,AR,71.0,401512000.0,100400.0,1600000.0,1200000.0,19300000.0,2014.0,1,17.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
netd mï¿½ï¿,24100000,56106087508.0,Music,23491,TR,76.0,424815000.0,106200.0,1700000.0,1300000.0,20400000.0,2014.0,1,23.0,23.9,83429615.0,13.49,63097818.0,38.963745,35.243322
DJ Snake,24100000,8425505919.0,Music,252,US,76.0,63293000.0,15800.0,253200.0,189900.0,3000000.0,2008.0,9,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
KSI,24100000,6002166932.0,Entertainment,1252,GB,76.0,5439000.0,1400.0,21800.0,16300.0,261100.0,2009.0,7,25.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
Spider Slack,24000000,13943030228.0,Comedy,901,BR,14.0,761451000.0,190400.0,3000000.0,2300000.0,36500000.0,2020.0,5,18.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
Preston,24000000,8279004442.0,Gaming,4009,US,72.0,151697000.0,37900.0,606800.0,455100.0,7300000.0,2012.0,7,4.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
James Charles,23900000,4067878931.0,Entertainment,505,US,73.0,58126000.0,14500.0,232500.0,174400.0,2800000.0,2015.0,12,1.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Collins Key,23900000,6582932625.0,Entertainment,257,US,73.0,10853000.0,2700.0,43400.0,32600.0,520900.0,2011.0,8,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Diana and Roma EN,23900000,7213499085.0,People & Blogs,511,US,73.0,177769000.0,44400.0,711100.0,533300.0,8500000.0,2011.0,12,22.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Troom Troom,23800000,10414479943.0,Howto & Style,2425,US,8.0,98052000.0,24500.0,392200.0,294200.0,4700000.0,2015.0,9,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Enrique Iglesias,23800000,17688774915.0,Music,443,US,77.0,122914000.0,30700.0,491700.0,368700.0,5900000.0,2007.0,4,12.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Ninja,23700000,2543809954.0,Gaming,1732,US,19.0,8368000.0,2100.0,33500.0,25100.0,401700.0,2011.0,11,11.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Mister Max,23700000,15510153803.0,People & Blogs,1099,GB,74.0,32817000.0,8200.0,131300.0,98400.0,1600000.0,2014.0,9,22.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
That Little Puff,23700000,20289689389.0,Pets & Animals,769,US,1.0,755054000.0,188800.0,3000000.0,2300000.0,36200000.0,2020.0,8,29.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Juan De Dios Pantoja,23600000,2135644776.0,Entertainment,226,MX,10.0,46862000.0,11700.0,187400.0,140600.0,2200000.0,2014.0,6,9.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
Logan Paul,23600000,5994002464.0,Entertainment,719,US,75.0,10803000.0,2700.0,43200.0,32400.0,518600.0,2015.0,8,29.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Maya and Mary,23600000,6766461070.0,Entertainment,552,US,75.0,44542000.0,11100.0,178200.0,133600.0,2100000.0,2013.0,8,30.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Peppa Pig Espaï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,23600000,7920637200.0,Film & Animation,1251,GB,19.0,53589000.0,13400.0,214400.0,160800.0,2600000.0,2014.0,7,28.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
Jelly,23500000,14777034543.0,Gaming,6066,GB,20.0,41669000.0,10400.0,166700.0,125000.0,2000000.0,2014.0,5,27.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
Miss Katy,23500000,14696994366.0,People & Blogs,1044,GB,76.0,59629000.0,14900.0,238500.0,178900.0,2900000.0,2014.0,11,17.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
Tilak,23400000,9465863821.0,Film & Animation,6672,IN,20.0,367347000.0,91800.0,1500000.0,1100000.0,17600000.0,2020.0,10,10.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Valentina Pontes ofc,23400000,7926899136.0,Film & Animation,1291,BR,77.0,28285000.0,7100.0,113100.0,84900.0,1400000.0,2014.0,4,14.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
Sesame Street,23300000,22471357411.0,Entertainment,3657,US,78.0,124187000.0,31000.0,496700.0,372600.0,6000000.0,2006.0,1,16.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Happy Lives,23200000,2634.0,Science & Technology,1,US,79.0,6589000000.0,0.0,0.0,0.0,0.0,2016.0,3,15.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Lady Gaga,23200000,15751661213.0,People & Blogs,172,US,79.0,143169000.0,35800.0,572700.0,429500.0,6900000.0,2008.0,5,15.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Wave Music Bhojpuri,23100000,12889240875.0,Music,22578,IN,81.0,52678000.0,13200.0,210700.0,158000.0,2500000.0,2014.0,8,10.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
GMM GRAMMY OFFICIAL,23100000,25579831081.0,Music,15462,TH,81.0,130233000.0,32600.0,520900.0,390700.0,6300000.0,2010.0,11,8.0,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541
TED,23100000,2551113422.0,People & Blogs,4445,US,4.0,13246000.0,3300.0,53000.0,39700.0,635800.0,2006.0,12,6.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
unknown boy varun,23100000,9299371231.0,Music,456,IN,80.0,304021000.0,76000.0,1200000.0,912100.0,14600000.0,2016.0,9,27.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Kids TV - Nursery Rhymes And Baby Songs,23100000,13151870846.0,Shows,3781,US,81.0,128448000.0,32100.0,513800.0,385300.0,6200000.0,2013.0,8,30.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Tsuriki Show,23000000,31494513067.0,Entertainment,2905,DE,15.0,756717000.0,189200.0,3000000.0,2300000.0,36300000.0,2019.0,7,10.0,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526
Technical Guruji,23000000,3378047383.0,Science & Technology,5041,IN,5.0,22262000.0,5600.0,89000.0,66800.0,1100000.0,2015.0,10,19.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
DrossRotzank,23000000,6041264489.0,Entertainment,1598,AR,80.0,35539000.0,8900.0,142200.0,106600.0,1700000.0,2006.0,3,9.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
White Hill Music,23000000,10939966484.0,Entertainment,5718,IN,82.0,93183000.0,23300.0,372700.0,279500.0,4500000.0,2014.0,3,23.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Ultra Movie Parlour,22900000,5320485069.0,Movies,1670,IN,22.0,118846000.0,0.0,0.0,0.0,0.0,2011.0,5,17.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
toyorbabytv,22900000,16298342829.0,Music,1159,JO,83.0,169056000.0,42300.0,676200.0,507200.0,8100000.0,2012.0,11,1.0,34.4,10101694.0,14.72,9213048.0,30.585164,36.238414
BabyBus - Canciones Infantiles & Videos para Niï¿½ï,22900000,13206471140.0,Education,1251,MX,17.0,136821000.0,34200.0,547300.0,410500.0,6600000.0,2018.0,3,19.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
Vania Mania Kids,22700000,10115316784.0,People & Blogs,985,US,18.0,155215000.0,38800.0,620900.0,465600.0,7500000.0,2015.0,9,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Sun TV,22600000,20847038152.0,People & Blogs,60964,IN,82.0,982238000.0,245600.0,3900000.0,2900000.0,47100000.0,2016.0,2,26.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
Heroindori,22600000,9223534599.0,Comedy,495,IN,81.0,399152000.0,99800.0,1600000.0,1200000.0,19200000.0,2020.0,6,29.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
The Chainsmokers,22600000,14231943358.0,Music,180,US,84.0,81660000.0,20400.0,326600.0,245000.0,3900000.0,2012.0,9,22.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
mmoshaya,22600000,17507060680.0,People & Blogs,1189,SA,83.0,73829000.0,18500.0,295300.0,221500.0,3500000.0,2010.0,12,11.0,68.0,34268528.0,5.93,28807838.0,23.885942,45.079162
Sia,22600000,13405849040.0,Music,171,US,84.0,95253000.0,23800.0,381000.0,285800.0,4600000.0,2007.0,11,19.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
LeoNata Family,22600000,27084848152.0,People & Blogs,2321,US,11.0,1174000000.0,293500.0,4700000.0,3500000.0,56300000.0,2021.0,9,28.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Goldmines Cineplex,22500000,2431154438.0,Film & Animation,3377,IN,23.0,48740000.0,12200.0,195000.0,146200.0,2300000.0,2015.0,9,12.0,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288
SSundee,22500000,13835173331.0,Gaming,3315,US,21.0,175094000.0,43800.0,700400.0,525300.0,8400000.0,2009.0,11,28.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Paulo Londra,22400000,8040036209.0,Music,58,AR,85.0,72242000.0,18100.0,289000.0,216700.0,3500000.0,2016.0,8,8.0,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672
Smile Family,22300000,8663830163.0,People & Blogs,34,FR,4509.0,735.0,0.18,3.0,2.0,35.0,2019.0,11,3.0,65.6,67059887.0,8.43,54123364.0,46.227638,2.213749
FGTeeV,22300000,24059336857.0,Gaming,1724,US,22.0,132110000.0,33000.0,528400.0,396300.0,6300000.0,2013.0,5,24.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Kinder Spielzeug Kanal (Kidibli),22200000,11136266461.0,Entertainment,999,US,86.0,139333000.0,34800.0,557300.0,418000.0,6700000.0,2015.0,9,25.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Charlie Puth,22000000,9924807127.0,Music,157,US,86.0,111500000.0,27900.0,446000.0,334500.0,5400000.0,2009.0,9,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Sagawa /ï¿½ï¿½ï¿½,22000000,18347969186.0,Entertainment,6274,JP,88.0,711254000.0,177800.0,2800000.0,2100000.0,34100000.0,2021.0,2,13.0,63.2,126226568.0,2.29,115782416.0,36.204824,138.252924
Ben Azelart,21900000,4454917643.0,Film & Animation,301,US,88.0,184946000.0,46200.0,739800.0,554800.0,8900000.0,2014.0,6,5.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Zach Choi ASMR,21900000,5918314128.0,People & Blogs,946,US,12.0,234222000.0,58600.0,936900.0,702700.0,11200000.0,2014.0,7,5.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Topper Guild,21900000,15552070846.0,Comedy,816,US,16.0,687028000.0,171800.0,2700000.0,2100000.0,33000000.0,2014.0,7,9.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Disney Latinoamï¿½ï¿½,21900000,20657571751.0,Entertainment,116,MX,4085.0,4719.0,1.0,19.0,14.0,227.0,2008.0,4,7.0,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784
Stokes Twins,21800000,4469711607.0,People & Blogs,257,US,13.0,197953000.0,49500.0,791800.0,593900.0,9500000.0,2008.0,4,11.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
National Geographic,21800000,5614621131.0,Science & Technology,10162,US,89.0,45812000.0,11500.0,183200.0,137400.0,2200000.0,2006.0,5,7.0,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891
Dua Lipa,21800000,11288359365.0,Music,164,GB,87.0,128047000.0,32000.0,512200.0,384100.0,6100000.0,2011.0,2,5.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
OneDirectionVEVO,21800000,12140232004.0,Music,266,GB,87.0,51134000.0,12800.0,204500.0,153400.0,2500000.0,2010.0,12,4.0,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973
DUDU e CAROL,21600000,9597894786.0,Autos & Vehicles,2942,BR,90.0,193174000.0,48300.0,772700.0,579500.0,9300000.0,2013.0,3,2.0,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528
